epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.7110335826873779,1.0398283004760742,0.001,0.9035087823867798,0.31822025775909424
1,0.889582633972168,0.36321961879730225,0.001,0.9601651430130005,0.12819816172122955
2,0.9186722636222839,0.26515311002731323,0.001,0.9650154709815979,0.12310632318258286
3,0.9329845309257507,0.21749144792556763,0.001,0.9472652077674866,0.1771077662706375
4,0.9410068392753601,0.1880016028881073,0.001,0.9723426103591919,0.09490907937288284
5,0.9484711289405823,0.16566571593284607,0.001,0.9716202020645142,0.09835781157016754
6,0.952912449836731,0.15150035917758942,0.001,0.9712074398994446,0.09959126263856888
7,0.956458568572998,0.13871940970420837,0.001,0.9784313440322876,0.07210861891508102
8,0.9607138633728027,0.1246362254023552,0.001,0.9690402746200562,0.10650680214166641
9,0.9617486596107483,0.12098123133182526,0.001,0.9787409901618958,0.07998824864625931
10,0.9641669392585754,0.1131933331489563,0.001,0.9721361994743347,0.10068321228027344
11,0.9643645882606506,0.11142350733280182,0.001,0.9817337393760681,0.06825285404920578
12,0.966376006603241,0.10495822876691818,0.001,0.9713106155395508,0.10326982289552689
13,0.9678177237510681,0.09857244044542313,0.001,0.9757481813430786,0.08976374566555023
14,0.9694105386734009,0.09510655701160431,0.001,0.9828689098358154,0.06304421275854111
15,0.9711777567863464,0.09165925532579422,0.001,0.9736841917037964,0.09605463594198227
16,0.9710731506347656,0.08885478228330612,0.001,0.9840041399002075,0.06564769148826599
17,0.9723753333091736,0.08711633831262589,0.001,0.9786377549171448,0.07427079230546951
18,0.9743634462356567,0.08005852997303009,0.001,0.9836945533752441,0.0609498955309391
19,0.9741541743278503,0.0804482251405716,0.001,0.9846233129501343,0.062374163419008255
20,0.9747703671455383,0.07876263558864594,0.001,0.9837977290153503,0.06025903299450874
21,0.9748634099960327,0.07679665833711624,0.001,0.9841073155403137,0.06117894500494003
22,0.9764329791069031,0.0742877721786499,0.001,0.9772961735725403,0.08851819485425949
23,0.9775375127792358,0.07065165787935257,0.001,0.9869968891143799,0.050980594009160995
24,0.9775026440620422,0.0703057199716568,0.001,0.9827657341957092,0.06322887539863586
25,0.9787350296974182,0.06762431561946869,0.001,0.9837977290153503,0.07296764850616455
26,0.9788745641708374,0.06501153111457825,0.001,0.9812177419662476,0.06865082681179047
27,0.9786071181297302,0.06633010506629944,0.001,0.9878224730491638,0.05287705361843109
28,0.9794791340827942,0.0628470629453659,0.001,0.9815273284912109,0.07414273917675018
29,0.9804092645645142,0.062174905091524124,0.001,0.982559323310852,0.07144159823656082
30,0.9801651239395142,0.06036293879151344,0.001,0.9817337393760681,0.07474984228610992
31,0.9844669103622437,0.04781946539878845,0.000100000005,0.9857585430145264,0.05714971199631691
32,0.9864550828933716,0.04088261350989342,0.000100000005,0.9857585430145264,0.058349255472421646
