epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.7730961441993713,0.8198952078819275,0.001,0.9555211663246155,0.15840764343738556
1,0.9197186231613159,0.27132463455200195,0.001,0.9684210419654846,0.10273232311010361
2,0.9391466379165649,0.20277981460094452,0.001,0.9757481813430786,0.08456657081842422
3,0.9488082528114319,0.1684056669473648,0.001,0.9758514165878296,0.07847998291254044
4,0.9557609558105469,0.1442907154560089,0.001,0.9792569875717163,0.07003961503505707
5,0.9609231352806091,0.12871786952018738,0.001,0.9805985689163208,0.0683143138885498
6,0.9647133946418762,0.11448376625776291,0.001,0.9779154062271118,0.08084157109260559
7,0.9678758382797241,0.10503516346216202,0.001,0.9822497367858887,0.06215163320302963
8,0.9688175916671753,0.10090280324220657,0.001,0.9795665740966797,0.06831541657447815
9,0.971154510974884,0.09149469435214996,0.001,0.9828689098358154,0.05851864814758301
10,0.9729217290878296,0.08783714473247528,0.001,0.9722394347190857,0.09712474048137665
11,0.9741309285163879,0.08400548249483109,0.001,0.9850361347198486,0.058640554547309875
12,0.9749563932418823,0.08059331774711609,0.001,0.9864808917045593,0.051434896886348724
13,0.9765725135803223,0.07598540931940079,0.001,0.9847265481948853,0.05670134350657463
14,0.9776886701583862,0.07229253649711609,0.001,0.9879257082939148,0.047156922519207
15,0.9776421189308167,0.07154564559459686,0.001,0.9868937134742737,0.049198321998119354
16,0.9790257215499878,0.06854097545146942,0.001,0.9854488968849182,0.047495849430561066
17,0.9798163175582886,0.06731115281581879,0.001,0.9843137264251709,0.05490380525588989
18,0.9807348251342773,0.06182148680090904,0.001,0.9877192974090576,0.043322063982486725
19,0.9797930717468262,0.0642492026090622,0.001,0.9840041399002075,0.061028171330690384
20,0.9814091324806213,0.05970587581396103,0.001,0.9865841269493103,0.04829242825508118
21,0.9822927713394165,0.056848857551813126,0.001,0.9874097108840942,0.04475065693259239
22,0.9825485348701477,0.05624067783355713,0.001,0.9856553077697754,0.052802857011556625
23,0.9835251569747925,0.0538332536816597,0.001,0.9890608787536621,0.04826114699244499
24,0.9827461838722229,0.053543295711278915,0.001,0.9879257082939148,0.047007106244564056
25,0.9835135340690613,0.05259878933429718,0.001,0.971517026424408,0.11286798864603043
26,0.9874433279037476,0.03841187432408333,0.000100000005,0.9895768761634827,0.04093498736619949
27,0.9900709390640259,0.03106844797730446,0.000100000005,0.9900928735733032,0.03910299763083458
28,0.9903731942176819,0.029644014313817024,0.000100000005,0.99071204662323,0.03837485983967781
29,0.9910359382629395,0.028443248942494392,0.000100000005,0.9913312792778015,0.03654425963759422
30,0.9917218685150146,0.026439456269145012,0.000100000005,0.9916408658027649,0.037970274686813354
31,0.9916986227035522,0.02566777542233467,0.000100000005,0.9915376901626587,0.0369570329785347
32,0.9920358061790466,0.02510426938533783,0.000100000005,0.9913312792778015,0.038017768412828445
33,0.9917334914207458,0.02469337172806263,0.000100000005,0.9921568632125854,0.03643351420760155
34,0.9920474290847778,0.024732347577810287,0.000100000005,0.9915376901626587,0.03702578693628311
35,0.9924194812774658,0.023710891604423523,0.000100000005,0.9915376901626587,0.03444603085517883
36,0.992431104183197,0.022407859563827515,0.000100000005,0.9919504523277283,0.03475561738014221
37,0.992500901222229,0.02301272563636303,0.000100000005,0.9914344549179077,0.0346045196056366
38,0.9932798743247986,0.021720468997955322,0.000100000005,0.9915376901626587,0.03663937747478485
39,0.9930938482284546,0.02093111164867878,0.000100000005,0.9919504523277283,0.03356486186385155
40,0.9936635494232178,0.01913883350789547,0.000100000005,0.9922600388526917,0.034744638949632645
41,0.9931403398513794,0.02078188583254814,0.000100000005,0.9922600388526917,0.035088326781988144
42,0.9931519627571106,0.02151278778910637,0.000100000005,0.9921568632125854,0.03391162306070328
43,0.9930938482284546,0.020803255960345268,0.000100000005,0.9923632740974426,0.03450264781713486
44,0.9932914972305298,0.01949886977672577,0.000100000005,0.9924664497375488,0.03433939814567566
45,0.9937565326690674,0.01929626241326332,0.000100000005,0.9919504523277283,0.03514229506254196
46,0.9931635856628418,0.020801031962037086,0.000100000005,0.9920536875724792,0.03346024453639984
47,0.9937216639518738,0.018667008727788925,0.000100000005,0.9920536875724792,0.034781187772750854
48,0.9937797784805298,0.019032331183552742,0.000100000005,0.9922600388526917,0.035682812333106995
49,0.9937797784805298,0.01880607381463051,0.000100000005,0.9915376901626587,0.03521396592259407
